District_code|School_code|School_name
GA|GA0124|GOVT HIGH SCHOOL AJJARKADU, UDUPI TALUK UDUPI DISTRICT 
GA|GA0125|GOVT HIGH SCHOOL SHIVAPURA, KARKALA  TALUK UDUPI DISTRICT 
GA|GA0126|ADI UDUPI HIGH SCHOOL ADI UDUPI,UDUPI TALUK UDUPI DISTRICT 
GA|GA0127|S N V HIGH SCHOOL HIRIYANGADI, KARKALA TALUK UDUPI DISTRICT 
GA|GA0128|B M M HIGH SCHOOL KURADI, HANEHALLI, UDUPI TALUK UDUPI DISTRICT 
GA|GA0129|SRINIKETHANA HIGH SCHOOL MATAPDI BRAHMAVARA  UDUPI TALUK UDUPI DISTRICT 
GA|GA0130|SRI VANI HIGH SCHOOL RAJATADRI NADUR UDUPI TALUK UDUPI DISTRICT 
GA|GA0131|M V SHASHTRI HIGH SCHOOL INNA, KARKALA TALUK UDUPI DISTRICT 
GA|GA0132|V K R ACHARYA HIGH SCHOOL KUNJALU,UDUPI TALUK UDUPI DISTRICT 
GA|GA0133|GOVT HIGH SCHOOL BRAHAMAVARA,UDUPI TALUK UDUPI DISTRICT 
GA|GA0134|GOVT JUNIOR COLLEGE HOSANGADI, KUNDAPURA TALUK UDUPI DISTRICT 
GA|GA0135|GOVT HIGH SCHOOL SOODA KARKALA TALUK UDUPI DISTRICT 
GA|GA0136|DR.T M A  PAI HIGH SCHOOL KALYANPURA, UDUPI TALUK UDUPI DISTRICT 
GA|GA0137|GOVT HIGH SCGH SCHOOL NAKRE,KARKALA TALUK UDUPI DISTRICT 
GA|GA0139|SRI NARAYANA GURU HIGH SCHOOL SHANTIPURA,PADUBELLE,UDUPI TALUK UDUPI DISTRICT 
GA|GA0140|GOVT HIGH SCHOOL SHIRLALU, KARKALA TQ UDUPI DISTRICT 
GA|GA0141|JAYCESS ENG MED HIGH  SCHOOL KARKALA, KARKALA TALUK UDUPI DISTRICT 
GA|GA0142|SRI B M P M GOVT HIGH SCHOOL DURGA THELLARU KARKALA TALUK UDUPI DISTRICT 
GA|GA0143|GOVT HIGH SCHOOL VADERHOBLI,KUNDAPURA TALUK UDUPI DISTRICT 
GA|GA0144|GOVERNMENT HIGH SCHOOL HANUMANTHANAGARA, UDUPI TALUK UDUPI DISTRICT 
GA|GA0145|BHARATH MATHA HIGH SCHOOL MUDURU, KUNDAPURA TALUK UDUPI DISTRICT 
GA|GA0146|RAMSON GOVT HIGH SCHOOL KANDLOOR, KUNDAPURA TALUK UDUPI DISTRICT 
GA|GA0147|ANANDA SHETTY GOVT HIGH SCHOOL KANAJARU,KARKALA TALUK UDUPI DISTRICT 
GA|GA0148|M N D S M HIGH SCHOOL MUDRADI, KARKALA TALUK UDUPI DISTRICT 
GA|GA0149|SRI NARAYANA GURU ENGLISH MED HIGH SCHOOL MALPE, UDUPI TALUK UDUPI DISTRICT 
GA|GA0150|GOVT URDU HIGH SCHOOL MALLARU KAUP,UDUPI TALUK UDUPI DISTRICT 
GA|GA0151|K M E S ENG MED P U COLLEGE KUKKANDUR, KARKALA TALUK UDUPI DISTRICT 
GA|GA0152|MAHATMA GANDHI VASATHI  HIGH SCHOOL KUKKANDUR  KARKALA TTALUK UDUPI DISTRICT 
GA|GA0153|PANCHANA BETTU VIDYAVARDHAKA HIGH SCHOOL PANCHANA BETTU, UDUPI TALUK UDUPI DISTRICT 
GA|GA0154|GOVT HIGH SCHOOL UPPINAKUDRU  KUNDAPURA TALUK UDUPI DISTRICT 
GA|GA0156|C S I UNITY HIGH SCHOOL MOOLUR UCHILA UDUPI TALUK UDUPI DISTRICT 
GA|GA0157|DANDATHEETHA ENGLISH MED HIGH SCHOOL ULIYAR GOLI KAUP UDUPI TALUK UDUPI DISTRICT 
GA|GA0158|GOVT HIGH SCHOOL MULAGRAMA KUDABETTU KARKALA TALUK UDUPI DISTRICT
GA|GA0159|GOVT HIGH SCHOOL HOSMARU KARKALA TALUK UDUPI DISTRICT 
GA|GA0160|SANDEEPANI HIGH SCHOOL MATTU KUPLA [POST] VIA MATTU KATPADI UDUPI TALUK UDUPI DISTRICT 
GA|GA0161|BORKATTE GANGAMMA HIGH SCHOOL MIYARU, KARKALA TALUK UDUPI DISTRICT 
GA|GA0163|GOVERNMENT HIGH SCHOOL MOODUGILIYARU UDUPI TALUK UDUPI DISTRICT 
GA|GA0164|MILAGRIS ENGLISH MED HIGH SCHOOL KALLYANPURA, UDUPI TALUK UDUPI DISTRICT 
GA|GA0165|GOVT HIGH SCHOOL VAKWADY, KUNDAPURA TALUK UDUPI DISTRICT 
GA|GA0166|GOVT HIGH SCHOOL BELOOR,KUNDAPURA TALUK UDUPI DISTRICT 
GA|GA0167|ST.MARRYS ENGLISH MED HIGH SHOOL CHURCH ROAD UDUPI UDUPI DISTRICT 
GA|GA0168|GOVT HIGH SCHOOL HIRGANA KARKALA TALUK UDUPI DISTRICT 
GA|GA0169|SARASWTHI  MANDIRA HIGH SCHOOL UCCHILA, UDUPI TALUK UDUPI DISTRICT 
GA|GA0170|GOVT HIGH SCHOOL HALADI, KUNDAPURA TALUK UDUPI DISTRICT 
GA|GA0171|HAJI K MOIDEEN BYARI SMARAKA HIGH SCHOOL KODI KUNDAPURA TALUK UDUPI DISTRICT 
GA|GA0172|ANJUMAN URDU GHOSH HIGH SCHOOL GANGULLI, KUNDAPURA TALUK UDUPI DISTRICT 
GA|GA0173|GOVT HIGH SCHOOL KABETTU,KARKALA TALUK UDUPI DISTRICT 
GA|GA0174|GOVT HIGH SCHOOL MARAVANTHE, KUNDAPURA TALUK UDUPI DISTRICT 
GA|GA0175|GOVT HIGH SCHOOL KALAVARA, KUNDAPURA TALUK UDUPI DISTRICT 
GA|GA0176|SUNDARA PURANIKA GOVT HIGH SCHOOL PERVAJE,KARKALA TALUK UDUPI DISTRICT 
GA|GA0177|GOVT HIGH SCHOOL KODIKANYANA,UDUPI TALUK UDUPI DISTRICT 
GA|GA0178|SALIHATH GIRLS HIGH SCHOOL PADUTHONSE HODEKEMMANNU UDUPI TALUK UDUPI DISTRICT
GA|GA0179|GOVERNMENT HIGH SCHOOL KAVADI, UDUPI TALUK UDUPI DISTRICT 
GA|GA0180|GOVT HIGH SCHOOL SHETTYBETTU,UDUPI TALUK UDUPI DISTRICT 
GA|GA0181|INDRALI ENGLISH MED HIGH SCHOOL KUNJIBETTU, UDUPI TALUK UDUPI DISTRICT 
GA|GA0182|CHRISTKING ENG MED P U COLLEGE KARKALA, KARKALA TALUK UDUPI DISTRICT 
GA|GA0183|SRI VENKATARAMANA ENG MED HIGH SCHOOL KUNDAPURA TALUK UDUPI DISTRICT 
GA|GA0185|DONBASCO ENGLISH MED HIGH SCHOOL SHIRVA, UDUPI TALUK UDUPI DISTRICT 
GA|GA0186|SRI MOOKAMBIKA DEVALA HIGH SCHOOL BEESINAPARE,JADKAL GRAMA, COONDAPUR TALUK UDUPI DISTRICT
GA|GA0187|TOUHEED ENG MED HIGH SCHOOL GANGULLI, COONDAPURA TALUK UDUPI DISTRICT 
GA|GA0188|BRAHMI DURGAPARAMESHWARI HIGH SCHOOL KAMALA SHILE, KUNDAPURA TALUK UDUPI DISTRICT 
GA|GA0189|GOVT HIGH SCHOOL VADDARASE P BANNADI UDUPI TALUK UDUPI DISTRICT 
GA|GA0190|HERGA VITALA SHETTY GOVT HIGH SCHOOL KUCHUR,KARKALA TALUK UDUPI DIST 
GA|GA0191|S V S ENG MED HIGH SCHOOL GANGULLI,KUNDAPURA TALUK UDUPI DISTRICT 
GA|GA0192|NITTUR HIGH SCHOOL KUNJI BETTU POST,    UDUPI TALUK UDUPI DISTRICT 
GA|GA0193|SRI MOOKAMBIKA TEMPLE HIGH SCHOOL ARESHIROOR, KUNDAPURA TALUK UDUPI DISTRICT 
GA|GA0194|SRI MOOKAMBIKA TEMPLE HIGH SCHOOL HOSUR,MELHOSUR,KUNDAPURA TALUK UDUPI DISTRICT 
GA|GA0195|SRI MOOKAMBIKA TEMPLE HIGH SCHOOL MAVINAKATTE GULVADI [POST]  KUNDAPURA TALUK UDUPI DISTRICT 
GA|GA0196|SRI MOOKAMBIKA TEMPLE HIGH SCHOOL KODLADI, KUNDAPURA TALUK UDUPI DISTRICT 
GA|GA0197|H M M S ENGLISH MED HIGH SCHOOL BYNDOOR,KUNDAPURA TALUK UDUPI.DT 
GA|GA0198|ST. FRANCIS ENGLISH MED HIGH SCHOOL MUDARANGADI  PILARA [POST]  UDUPI TALUK UDUPI DISTRICT 
GA|GA0199|MURARJI DEASAI RESIDENTIAL HIGH SCHOOL BRAHMAVARA UDUPI  TALUK UDUPI DISTRICT
GA|GA0200|RADHA NAYAK GOVT HIGH SCHOOL ENNEHOLE, KARKALA TALUK UDUPI  DISTRICT 
GA|GA0201|MAHALAKSHMI ENGLISH MEDIUM HIGH SCHOOL UCCHILA, UDAPI UDUPI DISTRICT 
GA|GA0202|VIVEKA ENGLISH MEDIUM HIGH SCHOOL KOTA, UDUPI NORTH TQ(BRAHMAVARA) UDUPI DISTRICT
GA|GA0203|DEVISHREE MAHALASA NARAYANI HIGH SCHOOL DEVASTHANADA VATARA, 41ST HERUR,HARIKHANDIGE UDUPI NORTH TQ, UDUPI DIST
GA|GA0204|ST PIUS ENGLISH MEDIUM HIGH SCHOOL HANGALOOR AT & POST COONDAPUR TALUK UDUPI DISTRICT
GA|GA0205|NIRMALA ENGLISH MEDIUM HIGH SCHOOL HOLY FAMILY CHURCH COMPLEX NH-17,BRAHMAVARA UDUPI NORTH TQ, UDUPI DIST
GA|GA0206|S.V.S. ENGLISH MEDIUM HIGH SCHOOL ENNEGUDDE GRAMA, KATAPADY, UDUPI SOUTH TQ UDUPI DISTRICT
GA|GA0207|M B P GOVT HIGH SCHOOL GUJJADI, BYNDOOR (R), COONDAPURA, THRASI PO, UDUPI DIST.
GA|GA0208|GOVT HIGH SCHOOL MALACHOWKIYANGADI, KARKALA TALUK, UDUPI DIST.
GA|GA0209|SANDEEPANA ENG MED HIGH SCHOOL KIRIMANJESHWARA BYNDOORU (R), COONDAPURA, UDUPI DIST.
GA|GA0210|S R ENG MED HIGH SCHOOL HEBRI, UDUPI ROAD, KARKALA TALUK, UDUPI DIST.
GA|GA0211|SEVASANGAMA VIDYA KENDRA H S THEKKATTE, VIDYAGIRI, COONDAPURA TALUK, UDUPI DIST.
GA|GA0212|S V V NATIONAL ENG MED HIGH SCHOOL BARAKURU, HANEHALLY GRAMA, UDUPI NORTH TQ, UDUPI DIST.
GA|GA0213|BEARYS SEA SIDE HIGH SCHOOL BEACH ROAD, KODI COONDAPURA TQ, UDUPI DIST.
GA|GA0214|SHUBHADA HIGH SCHOOL MASKI, KIRIMANJESHWARA BYNDOOR RANGE, COONDAPURA TQ. UDUPI DIST.,
GA|GA0215|HOLY ROSARY ENG MED HIGH SCHOOL CHURCH ROAD, COONDAPURA AT & TQ UDUPI DIST.,
GA|GA0216|S V H ENG MED HIGH SCHOOL INNANJE, VISHWENDRANAGAR UDUPI SOUTH TALUK, UDUPI DIST.,
GA|GA0217|GOVT HIGH SCHOOL ALUR, BYNDOOR RANGE COONDAPUR TALUK UDUPI DIST
GA|GA0218|GOVT HIGH SCHOOL NALLUR, KARKALA TALUK UDUPI DIST 
GA|GA0219|GREGORY ENG MED HIGH SCHOOL PADUKONE, NADA, BYNDOOR RANGE, COONDAPUR TQ UDUPI DIST
GA|GA0220|'ST JOHN''S ACADEMY HIGH SCHOOL SHANKARAPURA UDUPI SOUTH TQ UDUPI DIST'
GA|GA0221|B M ENGLISH MED HIGH SCHOOL PARKALA, UDUPI NORTH (BRAHMAVARA)TALUK UDUPI DIST.,
GA|GA0222|GOVT COMP HIGH SCHOOL BEEJADI, KOTESHWARA POST COONDAPURA TQ, UDUPI DIST., 
GA|GA0223|K G JAGANNATHARAO GOVT COMP HIGH SCHOOL, KONI, COONDAPURA TQ UDUPI DIST., 
GA|GA0224|GOVT COMP HIGH SCHOOL RENJALA, KARKALA TQ UDUPI DIST., 
GA|GA0225|MOUNT ROSARY ENG HIGH SCHOOL KALYANAPURA, SANTHEKATTE POST UDUPI NORTH TQ (BRAHMAVAR) UDUPI DIST.,
GA|GA0226|DARUSSALAM ENG MED HIGH SCHOOL HOODE, THONSE POST, UDUPI NORTH TQ (BRAHMAVAR) UDUPI DIST.,
GA|GA0227|AL-AZAHAR ENG MED HIGH SCHOOL HEJAMADY, UDUPI SOUTH TQ UDUPI DIST., 
GA|GA0228|SAGARA VIDYA MANDIRA HIGH SCHOOL BEACH ROAD, PADUBIDRE, UDUPI SOUTH TQ, UDUPI DIST., 
GA|GA0229|S M S ENG MED HIGH SCHOOL BRAHMAVARA, UDUPI NORTH TQ UDUPI DIST., 
GA|GA0230|MOTHER THERESA MEMO. SCHOOL SHANKARANARAYANA, COONDAPURA TQ UDUPI DIST., 
GA|GA0231|PARKALA HIGH SCHOOL JYOTHINAGARA, #80, BADAGABETTU PARKALA POST, UDUPI NORTH TQ UDUPI DIST.,
GA|GA0232|SRI NARAYANAGURU ENG MED H S PADUBELLE, UDUPI SOUTH TQ UDUPI DIST., 
GA|GA0233|VIDYA NIKETHANA ENG MED H S MALLARU GRAMA, KAUP, UDUPI SOUTH TQ UDUPI DIST.,
GA|GA0234|GOVT COMPOSITE  HIGH SCHOOL BELAPU GRAMA AND POST UDUPI SOUTH TQ UDUPI DIST
GA|GA0235|GOVT COMPOSITE  HIGH SCHOOL MANIPURA UDUPI SOUTH TQ UDUPI DIST
GA|GA0236|GOVT COMPOSITE  HIGH SCHOOL KUKKEHALLY UDUPI NORTH TQ UDUPI DIST
GA|GA0237|GOVERNMENT HIGH SCHOOL KALTHOORU SANTHE KATTE UDUPI NORTH TQ UDUPI DIST
GA|GA0238|GOVERNMENT  HIGH SCHOOL INDIRANAGAR CHITPADY UDUPI SOUTH TQ UDUPI DIST
GA|GA0239|GOVERNMENT HIGH SCHOOL RAJEEVNAGARA 80 BADAGABETTU UDUPI SOUTH TQ UDUPI DIST
GA|GA0240|GOVERNMENT  HIGH SCHOOL GUNDMI, SASTHANA UDUPI NORTH TQ  UDUPI DIST
GA|GA0241|AL IHSAN ENGLISH MEDIUM HIGH SCHOOL MOOLURU ISHAN NAGAR UCHCHILA POST UDUPI SOUTH TQ UDUPI DIST
GA|GA0242|GOVT COMPOSITE  HIGH SCHOOL KALYA KARKALA TQ UDUPI DIST
GA|GA0243|GOVT COMPOSITE  HIGH SCHOOL BIJOORU BYNDOORU RANGE COONDAPUR TQ UDUPI DIST
GA|GA0244|GOVERNMENT HIGH SCHOOL JANUVARUKATTE (BILLADI GRAMA ) UDUPI NORTH TQ (BRAHMAVAR ) UDUPI DIST
GA|GA0245|SAINT FRANCIS XAVIER ENG MEDIUM HIGH SCHOOL, UDYAVARA UDUPI SOUTH TQ UDUPI DIST
GA|GA0246|GOVERNMENT HIGH SCHOOL ESTHUTHURU COONDAPURA TQ UDUPI DIST
GA|GA0247|SALIHATH ENGLISH MEDIUM HIGH SCHOOL HOODE UDUPI NORTH TQ (BRAHMAVAR) UDUPI DIST
GA|GA0248|TOUHEED ENGLISH MEDIUM PUBLIC HIGH SCHOOL SHIROORU BYNDOOR RANGE COONDAPUR TQ UDUPI DIST
GA|GA0249|STELLA MARIS ENGLISH MEDIUM HIGH SCHOOL GANGOLLI COONDAPUR TQ UDUPI DIST
GA|GA0250|POORNA PRAJNA ENGLISH MEDIUM HIGH SCHOOL ADAMARU UDUPI SOUTH TQ UDUPI DIST
GA|GA0251|GOVERNMENT COMPOSITE HIGH SCHOOL YARLAPADY, KARKALA TALUK, UDUPI DISTRICT
GA|GA0252|GOVERNMENT HIGH SCHOOL NUKKURU, BAIDEBETTU POST UDUPI NORTH TQ (BRAHMAVAR RANGE) UDUPI DISTRICT
GA|GA0253|BACKWARD CLASSES MORARJI DESAI ENG MED RES SCHOOL, KARKALA AT POST & TALUK UDUPI DISTRICT
GA|GA0254|SARASWATHI VIDYALAYA  ENG MED HIGH SCHOOL, VIDYANAGAR, KADRI ROAD, SIDDAPURA COONDAPUR TALUK
GA|GA0255|SAINT LAWRANCE MEDIUM HIGH SCHOOL MODDABELLE UDUPI SOUTH TALUK UDUPI DISTRICT
GA|GA0256|LIONS HIGH SCHOOL KANCHINAGARA, PADUBIDRI, UDUPI SOUTH TALUK
GA|GA0257|CHURCH ENG MED HIGH SCHOOL AJEKARU, KARKALA TALUK, UDUPI DISTRICT
GA|GA0258|SRI ANANTHESHWARA ENG MED HIGH SCHOOL, BYLAKERE, VADIRAJA ROAD, UDUPI SOUTH TALUK
GA|GA0259|FLOWER OF PARADISE PUBLIC SCHOOL (ENGLISH MEDIUM) HIGH SCHOOL MALPE, UDUPI SOUTH TQ UDUPI DISTRICT
GA|GA0900|SRI KALIKAMBA JUNIOR TECHNICAL SCHOOL PARAPU, NAKRE POST, KUKKANDOORU, KARKALA TQ UDUPI DIST.,
GG|GG0001|GOVT.JUNIOR COLLEGE MULKI MANGALORE TALUK D.K. DISTRICT 
GG|GG0002|GOVT.JUNIOR COLLEGE FOR WOMEN BALMATA MANGALORE D.K. DISTRICT 
GG|GG0003|GOVT.JUNIOR COLLEGE FOR WOMEN CAR STREET MANGALORE D.K. DISTRICT 
GG|GG0004|GOVT.PRACTISING HIGH SCHOOL MANGALORE D.K. DISTRICT 
GG|GG0005|GOVERNMENT HIGH SCHOOL SOMESHWAR UCHIL MANGALORE TALUK D.K. DISTRICT 
GG|GG0006|GOVERNMENT HIGH SCHOOL BAIKAMPADY, MEENAKALIYA POST MANGALORE TALUK D.K. DISTRICT 
GG|GG0007|GOVT.JUNIOR COLLEGE BENJANAPADAVU  BANTWAL TALUK D.K. DISTRICT 
GG|GG0008|GOVT.JUNIOR COLLEGE VENUR BELTHANGADI TALUK D.K. DISTRICT 
GG|GG0009|GOVT.JUNIOR COLLEGE PUTTUR D.K. DISTRICT 
GG|GG0010|GOVT.JUNIOR COLLEGE UPPINANGADY PUTTUR TALUK D.K. DISTRICT 
GG|GG0011|GOVT.JUNIOR COLLEGE KANYANA BANTWAL TALUK D.K. DISTRICT 
GG|GG0012|GOVT.JUNIOR COLLEGE SULLIA D.K. DISTRICT 
GG|GG0013|GOVT.JUNIOR COLLEGE BELLARE SULLIA TALUK D.K. DISTRICT 
GG|GG0014|GOVT.JUNIOR COLLEGE PANJA SULLIA  TALUK D.K. DISTRICT 
GG|GG0015|GOVT.JUNIOR COLLEGE BELTHANGADY D.K. DISTRICT 
GG|GG0016|GOVT.JUNIOR COLLEGE PUNJALAKATTE BELTHANGADI TALUK D.K. DISTRICT 
GG|GG0017|GOVT.JUNIOR COLLEGE GURUPURA MANGALORE TALUK D.K. DISTRICT 
GG|GG0018|GOVT.JUNIOR COLLEGE KURNAD BANTWAL TALUK D.K. DISTRICT 
GG|GG0019|GOVT. P U COLLEGE HALEYANGADI MANGALORE TALUK D.K. DISTRICT 
GG|GG0020|'ST.VICTOR''S GIRLS'' HIGH SCHOOL PUTTUR D.K. DISTRICT '
GG|GG0021|VITTAL JUNIOR COLLEGE VITTAL  BANTWAL TALUK D.K. DISTRICT 
GG|GG0022|VITTAL GIRLS HIGH SCHOOL VITTAL BANTWAL TALUK D.K. DISTRICT 
GG|GG0023|RAMAKUNJESHWARA HIGH SCHOOL RAMAKUNJA PUTTUR TALUK D K DISTRICT
GG|GG0024|ST.PHILOMENA  HIGH SCHOOL DARBE PUTTUR TALUK D.K. DISTRICT 
GG|GG0025|S V S HIGH SCHOOL BANTWAL D.K. DISTRICT 
GG|GG0026|S D M SECONDARY SCHOOL UJIRE BELTHANGADI TALUK D.K. DISTRICT 
GG|GG0027|LITTLE FLOWER HIGH SCHOOL KINNIGOLY MANGALORE TALUK D.K. DISTRICT 
GG|GG0028|POMPEI JUNIOR COLLEGE TALIPADY, AIKALA POST MANGALORE TALUK D.K. DISTRICT 
GG|GG0029|MADELINE HIGH SCHOOL MULKY MANGALORE TALUK D.K. DISTRICT 
GG|GG0030|ST.ALOYSIUS HIGH SCHOOL KODIALBAIL MANGALORE D.K. DISTRICT 
GG|GG0031|'ST.JOSEPH''S JUNIOR COLLEGE BAJPE MANGALORE TALUK D.K. DISTRICT '
GG|GG0032|SRI SRINIVASA PATASHALA ORIENTAL HS V T ROAD MANGALORE D.K. DISTRICT 
GG|GG0033|CANARA HIGH SCHOOL DONGARAKERY MANGALORE D.K. DISTRICT 
GG|GG0034|B E M HIGH SCHOOL CAR STREET MANGALORE D.K. DISTRICT 
GG|GG0035|PADUVA HIGH SCHOOL NANTHUR MANGALORE D.K. DISTRICT 
GG|GG0036|CANARA HIGH SCHOOL URVA MANGALORE D.K. DISTRICT 
GG|GG0037|LADYHILL VICTORIA GIRLS HIGH SCHOOL MANGALORE D.K. DISTRICT 
GG|GG0038|VIDYADAYINI HIGH SCHOOL SURATKAL MANGALORE TALUK D.K. DISTRICT 
GG|GG0039|GANAPATHI JUNIOR COLLEGE MANGALORE D.K. DISTRICT 
GG|GG0040|ANANDASHRAM HIGH SCHOOL KOTEKAR MANGALORE TALUK D.K. DISTRICT 
GG|GG0041|MILAGRES JUNIOR COLLEGE MANGALORE D.K. DISTRICT 
GG|GG0042|ROSARIO HIGH SCHOOL CATHEDRAL, MANGALORE D.K. DISTRICT 
GG|GG0043|CASCIA HIGH SCHOOL JEPPU, MANGALORE D.K. DISTRICT 
GG|GG0044|'ST.ANN''S HIGH SCHOOL NEAR HEAD POST OFFICE, BOLARA MANGALORE D.K. DISTRICT'
GG|GG0045|'ST.MARY''S GIRLS HIGH SCHOOL MANGALORE D.K. DISTRICT '
GG|GG0046|ST.AGNES GIRLS HIGH SCHOOL BENDOOR MANGALORE D.K. DISTRICT 
GG|GG0047|CAPITANIO HIGH SCHOOL KANKANADY POST MANGALORE D.K. DISTRICT 
GG|GG0048|SACRED HEART HIGH SCHOOL KULSHEKAR  MANGALORE D.K. DISTRICT 
GG|GG0049|ROSA MYSTICA HIGH SCHOOL KINNIKAMBLA MANGALORE TALUK D.K. DISTRICT 
GG|GG0050|CANARA GIRLS HIGH SCHOOL MANGALORE D.K. DISTRICT 
GG|GG0051|BESANT NATIONAL GIRLS JR. COLLEGE MANGALORE D.K. DISTRICT 
GG|GG0052|BADRIA JUNIOR COLLEGE KANDAK, MANGALORE D.K. DISTRICT 
GG|GG0053|KULUR HIGH SCHOOL KULUR MANGALORE D.K. DISTRICT 
GG|GG0054|SRI SATYASAI LOKASEVA HIGH SCHOOL ALIKE SHARADA VIHAR POST BANTWAL TALUK D.K. DISTRICT 
GG|GG0055|CARMEL CONVENT GIRLS HIGH SCHOOL MODANKAUP BANTWAL TALUK D.K. DISTRICT 
GG|GG0056|NAVODAYA HIGH SCHOOL BETTAMPADY PUTTUR TALUK D.K. DISTRICT 
GG|GG0057|VIDYABODHINI HIGH SCHOOL BALILA  SULLIA TALUK D.K. DISTRICT 
GG|GG0058|SRI SUBRAMANESHWARA JR.COLLEGE SUBRAHMANYA SULLIA TALUK D.K. DISTRICT 
GG|GG0059|SWAMY VIVEKANANDA JR.COLLEGE YEDAPADAVU SHIBRIKERE MIJAR[POST] MANGALORE TALUK D K DISTRICT
GG|GG0060|S D P TEMPLE HIGH SCHOOL KATEEL [POST] MANGALORE TALUK D.K. DISTRICT 
GG|GG0061|BHARATH HIGH SCHOOL ULLAL MANGALORE TALUK D.K. DISTRICT 
GG|GG0062|LOURDS HIGH SCHOOL BEJAI MANGALORE D.K. DISTRICT 
GG|GG0063|ST.GEROSA GIRLS HIGH SCHOOL JEPPU MANGALORE D.K. DISTRICT 
GG|GG0064|DEEPIKA HIGH SCHOOL MODANKAPU POST JODUMARGA BANTWAL TALUK D K DISTRICT
GG|GG0065|SRI SHARADA HIGH SCHOOL PANEMANGALORE BANTAWAL TALUK D.K. DISTRICT 
GG|GG0066|'HOLY FAMILY GIRLS'' HIGH SCHOOL BAJPE MANGALORE TALUK D.K. DISTRICT '
GG|GG0067|GOVT.HIGH SCHOOL NIDLE BELTHANGADI TALUK D.K. DISTRICT 
GG|GG0068|GOVT.HIGH SCHOOL KADABA PUTTUR TALUK D.K. DISTRICT 
GG|GG0069|SRI SHARADA HIGH SCHOOL SHIMANTHUR, KINNIGOLI [POST] MANGALORE TALUK D K DISTRICT
GG|GG0070|JANATHA HIGH SCHOOL ADYANADKA  BANTWAL TALUK D.K. DISTRICT 
GG|GG0071|ST.THERESA HIGH SCHOOL BELTHANGADY D.K. DISTRICT 
GG|GG0072|NARAVI HIGH SCHOOL NARAVI BELTHANGADI TALUK D.K. DISTRICT 
GG|GG0073|SRI MANJUNATHESWARA H S DHARMASTHALA BELTHANGADI TALUK D.K. DISTRICT 
GG|GG0074|PERNAJE S S HIGH SCHOOL PERNAJE, KAVU POST PUTTUR TALUK D.K. DISTRICT 
GG|GG0075|POMPEI HIGH SCHOOL URVA MANGALORE D.K. DIST 
GG|GG0076|SRI RAMAKRISHNA HIGH SCHOOL HAREKALA, VIA ULLAL MANGALORE TALUK D.K. DIST 
GG|GG0077|PEJAVARA HIGH SCHOOL KALAVARA, VIA BAJPE MANGALORE TALUK D.K. DIST 
GG|GG0078|GOVT. HIGH SCHOOL ARASINAMAKKI BELTHANGADI TALUK D.K. DIST 
GG|GG0079|SARVODAYA HIGH SCHOOL SULYAPADAVU, VIA KAVU PUTTUR TALUK D.K. DIST 
GG|GG0080|MUNDAJE HIGH SCHOOL MUNDAJE BELTHANGADI TALUK D.K. DIST 
GG|GG0081|MAHATHMA GANDHI CENTENARY HIGH SCHOOL, BONDEL MANGALORE D.K. DIST 
GG|GG0082|SUBODHA HIGH SCHOOL PANAJE PUTTUR TALUK D.K. DIST 
GG|GG0083|NITYASAHAYAMATHA HIGH SCHOOL FARANGEPETE [POST] MANGALORE TALUK D.K. DIST 
GG|GG0084|GOVT.JUNIOR COLLEGE KATIPALLA, VIA SURATKAL MANGALORE TALUK D.K. DIST 
GG|GG0085|AMRUTHLALJI HIGH SCHOOL KELARAI, PEDAMALE [POST] MANGALORE TALUK D K DISTRICT
GG|GG0086|GOVT.JUNIOR COLLEGE GUTHIGAR SULLIA TALUK D.K. DIST 
GG|GG0087|CHOKKADY HIGH SCHOOL KUKKUJADKA POST  SULLIA TALUK D.K. DIST 
GG|GG0088|S P HIGH SCHOOL ESHWARAMANGALA POST PUTTUR TALUK D.K. DIST 
GG|GG0089|'ST.PAUL''S HIGH SCHOOL BALKUNJE, VIA MULKY MANGALORE TALUK D.K. DIST '
GG|GG0090|'ST.ANTONY''S HIGH SCHOOL SHEERADI, VIA NELYADI PUTTUR TALUK D.K. DIST '
GG|GG0091|GOVT.HIGH SCHOOL MANCHI BANTWAL TALUK D.K. DIST 
GG|GG0092|GOVT.JUNIOR COLLEGE SIDDAKATTE POST BANTWAL TALUK D.K. DIST 
GG|GG0093|GOVT.HIGH SCHOOL AJJAVARA POST SULLIA TALUK D.K. DIST 
GG|GG0094|GOVT. HIGH SCHOOL GURUVAYANAKERE BELTHANGADI TALUK D.K. DIST 
GG|GG0095|GOVT. JUNIOR COLLEGE KAVOOR POST MANGALORE D.K. DIST 
GG|GG0096|ST.GEORGE HIGH SCHOOL NELYADI, POST NELYADI PUTTUR TALUK D.K. DIST 
GG|GG0097|SRI RAMASHRAMA HIGH SCHOOL KONCHADY MANGALORE D.K. DIST 
GG|GG0098|MADANI JUNIOR COLLEGE ULLAL, ALEKALA MANGALORE TALUK D.K. DIST 
GG|GG0099|GOVT. HIGH SCHOOL BANGADY BELTHANGADI TALUK D.K. DIST 
GG|GG0100|GOVT.JUNIOR COLLEGE VAMADAPADAVU BANTWAL TALUK D.K. DIST 
GG|GG0101|N I T K KAN. MED. HIGH SCHOOL SHRINIVASA NAGAR, SURATKAL MANGALORE TALUK D K DISTRICT
