District_code|School_code|School_name
AN|AN0281|DIGVIJAYA HIGH SCHOOL YELAHANKA SATELIGHT TOWN BANGALORE 
AN|AN0282|PREETHI ENGLISH MEDIUM HIGH SCHOOL T.DASARAHALLY BANGALORE 
AN|AN0283|CHILDREN MEMORIAL NATIONAL HIGH SCHOOL MOHAN KUMAR NAGAR, YASHAVANTHPURA BANGALORE 
AN|AN0284|CORPORATION HIGH SCHOOL GANGANAGAR BANGALORE 
AN|AN0285|NEW METHOD ENGLISH MEDIUM HIGH SCHOOL 9TH MAIN ROAD,SRIRAMPURAM BANGALORE 
AN|AN0286|MATHA ENGLISH MEDIUM HIGH SCHOOL YESHWANTHAPURA BANGALORE 
AN|AN0287|MOTHER THERESHA ENG MEDIUM HIGH SCHOOL M E S ROAD   JALAHALLY, BANGALORE 
AN|AN0288|SRI SAISHANKARAVIDYASHALA HIGH SCHOOL SRIRAMANHALLY BANGALORE NORTH 
AN|AN0290|MOTHER THERESA HIGH SCHOOL SHANKARANGARA BANGALORE 
AN|AN0291|SRIVIDYA KENDRA HIGH SCHOOL NH 4 PEENYA BANGALORE 
AN|AN0292|SRI BYRAWESHWARA RESIDENTIAL HIGH SCHOOL, JARAKABANDE KAVAL, NANDINI LAYOUT, BANGALORE
AN|AN0293|DEENA SEVA HIGH SCHOOL NO 260 KAMALNAGARA BANGALORE 
AN|AN0294|RAJA RAJESWARI HIGH SCHOOL DODDABOMMASANDRA BANGALORE 
AN|AN0295|GANGADHARESHWARA HIGH SCHOOL BAGALAKUNTE, BANGALORE 
AN|AN0296|KARNATAKA BILI GULABI HIGH SCHOOL KAVAL BYRASANDRA, BANGALORE 
AN|AN0297|SRI AMBIKA HIGH SCHOOL JAI MARUTHINAGAR,NANDINI LAYOUT BANGALORE 
AN|AN0298|V V MEMORIAL HIGH SCHOOL ANCHEPALYA   NAGASANDRA ( P O) BANGALORE 
AN|AN0299|BALAGANGADHAR TILAK HIGH SCHOOL LAGGERE POST, BANGALORE 
AN|AN0300|DIVYA SHANTHI HIGH SCHOOL HENNUR ROAD,LINGARAJAPURA BANGALORE 
AN|AN0301|GOVERNMENT URDU HIGH SCHOOL RAMACHANDRAPURAM BANGALORE 
AN|AN0302|GOVERNMENT HIGH SCHOOL KADABAGERE BANGALORE NORTH 
AN|AN0303|GURUKULA VIDYAKENDRA HIGH SCHOOL RAMAGIRI, TARAHUNASE POST BANGALORE NORTH 
AN|AN0304|S V E S HIGH SCHOOL NO.621,5TH MAIN 4TH BLOCK RAJAJINAGAR BANGALORE 
AN|AN0305|MATHA HIGH SCHOOL NO.29,1ST CROSS,RAHAMATHNAGAR BANGALORE 
AN|AN0307|'B.M.S. HIGH SCHOOL ST.JOHN''S ROAD BANGALORE '
AN|AN0308|GOVERNMENT HIGH SCHOOL CHIKKABIDARAKALLU BANGALORE 
AN|AN0312|'ST.MARY''S HIGH SCHOOL S.V.K. LAYOUT,BASAVESHWANAGAR BANGALORE '
AN|AN0313|PAWAN ENGLISH MED HIGH SCHOOL NO.65, I MAIN NAGAPPA BLK,SRIRAMPURAM BANGALORE 
AN|AN0314|AL AMEEN BIBI FATHIMA HIGH SCHOOL DEVADAJEEVANAHALLI BANGALORE 
AN|AN0315|GOVERNMENT TELUGU HIGH SCHOOL THOPPAMUDALIAR STR OPH RD,SHIVAJINAGAR BANGALORE 
AN|AN0316|ASSUMPTION ENGLISH MED HIGH SCHOOL II BLOCK RAJAJINAGAR BANGALORE 
AN|AN0319|IQRA HIGH SCHOOL NO 4/1, II MAIN ROAD,1ST BLOCK R T NAGAR BANGALORE 
AN|AN0320|VIDYAVAHINI HIGH SCHOOL ANANDANAGAR BANGALORE 
AN|AN0321|GOVERNMENT SPORTS HIGH SCHOOL VIDYANAGAR BANGALORE NORTH 
AN|AN0322|DECCAN ENGLISH MED HIGH SCHOOL 3RD CROSS SRIRAMPURAM BANGALORE 
AN|AN0323|VINAYAKA EDUCATION TRUST HIGH SCHOOL 180/1  PIPE LINE JAYACHAMARAJANAGAR BANGALORE 
AN|AN0324|CHRIST THE KING ENGLISH MED H S COX TOWN JEEVANHALLY BANGALORE 
AN|AN0325|SRI VINAYAKA HIGH SCHOOL PIPELINE CIRCLE , SUNKADAKATTE BANGALORE 
AN|AN0326|SHAMA VIDYASHALA HIGH SCHOOL NO 37/7 I STAGE II CROSS OKALIPURAM BANGALORE 
AN|AN0327|CHANDRODAYA VIDYALAYA KANNADA H S NO 69 II MAIN RD KN EXT,YESHVANTHAPUR BANGALORE 
AN|AN0328|INFANT JESUS HIGH SCHOOL CHURCH STREET , LINGARAJAPURAM BANGALORE 
AN|AN0329|JAYALAKSHMI HIGH SCHOOL NARAYANASWAMY LAYOUT,R S PALYA BANGALORE 
AN|AN0330|SAINT CHARLES KANNADA HIGH SCHOOL KAMMANAHALLI, SAINT THOMAS TOWN POST BANGALORE 
AN|AN0331|MORARJI DESAI RESIDENTIAL SCHOOL ADAKIMARANAHALLI, BANGALORE NORTH 
AN|AN0333|STANDARD ENGLISH HIGH SCHOOL PEENYADASARAHALLI BANGALORE 
AN|AN0335|NEW OXFORD HIGH SCHOOL NO 42, 59TH CROSS,5TH BLOCK RAJAJINAGAR BANGALORE 
AN|AN0336|GOVT URDU HIGH SCHOOL DEVARAJEEVANAHALLY BANGALORE 
AN|AN0337|AL-AMEEN KAMBALPOSH KANNADA HIGH SCHOOL NO 1/3 COL-HILL ROAD,SHIVAJINAGAR BANGALORE 
AN|AN0338|M.S.V. HIGH SCHOOL NO 39, 4TH CROSS, MALLESWARAM BANGALORE 
AN|AN0339|GOVERNMENT HIGH SCHOOL BAGALAKUNTE BANGALORE 
AN|AN0340|THE BEST HIGH SCHOOL HBR LAYOUT , BANGALORE DISTRICT 
AN|AN0341|SRI AYYAPPA EDUCATION CENTRE SANTHOSH NAGAR,T.DASARAHALLI BANGALORE DISTRICT 
AN|AN0342|CARMAL CONVENT HIGH SCHOOL KACHARAKANAHALLY BANGALORE DISTRICT 
AN|AN0343|SAINT PHILOMINA ENGLISH MEDIUM H S DODDABOMMASANDRA BANGALORE DISTRICT 
AN|AN0344|NEW NOBLE ENGLISH MEDIUM HIGH SCHOOL III MAIN,V CRS,RASHADNAGAR,ARABIC COLLEG BANGALORE DISTRICT 
AN|AN0345|DAFFODIALS ENGLISH MEDIUM HIGH SCHOOL SANJAYANAGAR BANGALORE DISTRICT 
AN|AN0346|PAULS ENGLISH MEDIUM HIGH SCHOOL I CROSS , KAMMAGONDANAHALLY,RAMASWAMY PL JANAKIRAMAN LAYOUT BANGALORE DISTRICT
AN|AN0347|NISARGA VIDYA NIKETAN HIGH SCHOOL SEEDEDAHALLI MAIN ROAD,NAGASANDRA PO, BANGALORE DISTRICT 
AN|AN0348|LAKSHMI MEMORIAL ENGLISH MEDIUM H S KACHARAKANAHALLY , ST THOMAS TOWN BANGALORE DISTRICT 
AN|AN0349|'SAINT ANNE''S  HIGH SCHOOL HESARAGAHATTA , BANGALORE DISTRICT '
AN|AN0350|NAUBAHAR SHAH ENGLISH MEDIUM HIGH SCHOOL NO 140 , MEKAN ROAD BANGALORE DISTRICT 
AN|AN0351|SAINT JOHN KITS ENGLISH MEDIUM H S MAHALAKSHMIPURAM BANGALORE DISTRICT 
AN|AN0352|SRI SHARADA VIDYA MANDIRA HIGH SCHOOL LAGGERE-PEENYA BANGALORE DISTRICT 
AN|AN0353|INDIAN CHILDREN ENGLISH MEDIUM H S CHIKKANNA LANE,ARABIC COLLEGE ROAD BANGALORE DISTRICT 
AN|AN0354|NEW BALDWIN ENGLISH MEDIUM HIGH SCHOOL DODDABANASAWADI , BANGALORE DISTRICT 
AN|AN0355|KIRAN ENGLISH MEDIUM HIGH SCHOOL NO 23, J.B. KAVAL MAHALAKSHMI EXTENSION BANGALORE DISTRICT 
AN|AN0356|BANGALORE PUBLIC ENGLISH MEDIUM H S NO 190, SRINIVASANAGAR,NANDINI EXTENSIO BANGALORE DISTRICT 
AN|AN0357|BANGALORE CENTRAL KANNADA MEDIUM H S NO 190 I MAIN ROAD , NANDINI EXTENSION BANGALORE DISTRCIT 
AN|AN0358|'ST MARY''S HIGH SCHOOL NO 1 T DASARAHALLY, PEENYA BANGALORE '
AN|AN0359|MARY LAND HIGH SCHOOL NO 42 ASTRAN ROAD BANGALORE 
AN|AN0360|VIDYA NIKETAN HIGH SCHOOL SUNKADAKATTE BANGALORE DISTRICT 
AN|AN0361|PRASIDDHI HIGH SCHOOL BANGALORE PALACE COMPOUND,VASANTHANAGA BANGALORE DISTRICT 
AN|AN0362|ASHWINI PUBLIC HIGH SCHOOL L G RAMANNA EXTN, LAGEERE BANGALORE
AN|AN0363|SRI MANJUNATHASWAMY HIGH SCHOOL RMS BUS STOP ,NAGASHETTIHALLY BANGALORE DISTRICT 
AN|AN0364|THIRUMALA VIDYA NIKETAN ENGLISH MED HS J D PARK , VYALIKAVAL BANGALORE DISTRICT 
AN|AN0365|RENUKA ENGLISH MEDIUM HIGH SCHOOL 8TH MAIN ROAD, PRAKASHNAGAR BANGALORE DISTRICT 
AN|AN0366|MOTHER MARY HIGH SCHOOL CHIKKABANASWAWADI ROAD,SUBBAINAPALYA BANGALORE DISTRICT 
AN|AN0370|CHANNAKESHAVA HIGH SCHOOL BASAVESWARA EXTN,II STG,NAGASHETTIHALLY BANGALORE DISTRICT 
AN|AN0371|ST.CLARET HIGH SCHOOL M E S ROAD , JALAHALLI, BANGALORE NORTH 
AN|AN0372|BALAK ENGLISH MEDIUM HIGH SCHOOL DIVANARAPALYA , YESHWANTHAPURA BANGALORE DISTRICT 
AN|AN0373|IMMANUAL HIGH SCHOOL NEAR GLASS FACTORY,NAGAVARA MAIN ROAD BANGALORE DISTRICT 
AN|AN0375|VINOD ENGLISH MEDIUM HIGH SCHOOL NAVARATHNA ROAD, GORAGUNTEPALYA BANGALORE DISTRICT 
AN|AN0376|SUBHASH MEMORIAL ENGLISH MED HIGH SCHOOL DEVARAJEEVANAHALLY , BANGALORE DISTRICT 
AN|AN0377|SUBHASH MEMORIAL ENGLISH MED HIGH SCHOOL NAGASHETTIHALLY BANGALORE DISTRICT 
AN|AN0378|C F ANDREWS ENGLISH HIGH SCHOOL PILLANNA GARDEN BANGALORE DISTRICT 
AN|AN0380|M E S ENGLISH MEDIUM HIGH SCHOOL PARVATHINAGAR BANGALORE DISTRICT 
AN|AN0381|WIDIA POORNAPRAJNA HIGH SCHOOL 14TH K. M., TUMKUR ROAD BANGALORE DISTRICT 
AN|AN0382|SHILPASHREE EDUNCATION TRUST HIGH SCHOOL EWEST OF CHORD ROAD,MANJUNATHANAGAR BANGALORE DISTRICT 
AN|AN0384|MAXWELL PUBLIC HIGH SCHOOL KALYANANAGAR BANGALORE DISTRICT 
AN|AN0385|GOWTAM GRAMANTARA RESI HIGH SCHOOL BANDI , KODAGIHALLY BANGALORE DISTRICT 
AN|AN0387|LORENCE ENGLISH MEDIUM HIGH SCHOOL KALYANANAGAR , T.DASARAHALLY BANGALORE DISTRICT 
AN|AN0389|NUSRATH FATHIMA ENGLISH SCHOOL NO 46/A DAVIS ROAD BANGALORE DISTRICT 
AN|AN0390|SRI RAMA HIGH SCHOOL JAKKUR , BANGALORE DISTRICT 
AN|AN0392|CHIRANTANA HIGH SCHOOL GEDDALAHALLI BANGALORE DISTRICT 
AN|AN0394|BALAK ENGLISH MEDIUM HIGH SCHOOL MUNIREDDYPALYA BANGALORE DISTRICT 
AN|AN0395|GOVERNMENT HIGH SCHOOL VIDYANAGAR, BANGALORE NORTH 
AN|AN0396|'SRI VANI HIGH SCHOOL 1ST ''C'' MAIN, GANGENAHALLY EXTN. NGALORE NORTH DISTRICT '
AN|AN0397|'ST. MARY''S HIGH SCHOOL KAVAL BYRASANDRA, BANGALORE NORTH '
AN|AN0398|ST.MARKS HIGH SCHOOL R.T.NAGAR, BANGALORE NORTH 
AN|AN0399|ADITYA ENGLISH MEDIUM SCHOOL DINNUR MAIN ROAD., R.T.NAGAR POST BANGALORE NORTH 
AN|AN0401|LITTLE FLOWER HIGH SCHOOL, SAIBABANAGAR, BANGALORE NORTH 
AN|AN0402|BOSTON ENGLISH MEDIUM HIGH SCHOOL NO2, 2 CROSS  MUTHAPPA BLOCK, GANGANAGAR BANGALORE NORTH 
AN|AN0403|JNANA BHODINI HIGH SCHOOL, 15B SHRUR PARK, SHESHADIPURAM BANGALORE NORTH 
AN|AN0404|RAJA RAJESHWARI ENGLISH MED HIGH SCHOOL GOKULA 1ST STG, 6TH CR, YESHAVANTHAPURA BANGALORE NORTH 
AN|AN0405|JEM HIGH SCHOOL (KAN & ENG MEDIUM) KHB COLONY, BASAVESHWARANAGAR BANGALORE NORTH 
AN|AN0406|V S ENGLISH HIGH SCHOOL J.C.ROAD, MAHALAXMIPURA BANGALORE NORTH 
AN|AN0407|NIRMAL JYOTHI ENGLISH MED HIGH SCHOOL PIPELINE ROAD, YESHAWANTHAPURA BANGALORE NORTH 
AN|AN0408|BHARATH ENGLISH HIGH SCHOOL KAMAKSHIAMMA LAY-OUT,  YELAHANKA, BANGALORE NORTH
AN|AN0410|AMRUTHA ENGLISH MED HIGH SCHOOL, AMRUTHAHALLI, BALLARI ROAD, BANGALORE NORTH 
AN|AN0411|KIRAN HIGH SCHOOL HEGGANAHALLI MAIN ROAD, BANGALORE NORTH 
AN|AN0412|SHOBANA MEMORIAL HIGH SCHOOL  BANGALORE NORTH 
AN|AN0413|S V S HIGH SCHOOL CHOWDESHWARINAGAR, BANGALORE NORTH 
AN|AN0414|LORETTA HIGH SCHOOL COFFEE BOARD COLONY, BANGALORE NORTH 
AN|AN0415|HINDU BALIKA HIGH SCHOOL DHARMARAJA KOIL STREET, SHIVAJINAGAR BANGALORE NORTH 
AN|AN0418|NOBLE SAINT ENGLISH SCHOOL KHUSHAL NAGAR, K G HALLI, BANGALORE NORTH 
AN|AN0419|SRI RAJALAKSHMI HIGH SCHOOL, KAMALANAGAR BANGALORE NORTH 
AN|AN0420|MARUTHI VIDYAMANDIR HIGH SCHOOL, MARUTHINAGAR, KAMAKSHIPALYA, BANGALORE NORTH 
AN|AN0421|VIJAYA BHARATHI HIGH SCHOOL, BHUVANESHWARINAGAR, T.DASARAHALLI EXTN., BANGALORE NORTH 
AN|AN0422|MODERN ENGLISH HIGHER SECONDARY SCHOOL MARUTHI EXTN., BANGALORE NORTH 
AN|AN0424|SRI RAJA RAJESHWARI HIGH SCHOOL, NANDINI EXTN., 4TH STAGE, BANGALORE NORTH 
AN|AN0425|OXFORD ENGLISH MED HIGH SCHOOL SANDYA ROAD, YELAHANKA, BANGALORE NORTH 
AN|AN0426|JEENA HIGH SCHOOL AGRAHARA EXTN., JAKKUR POST, BANGALORE NORTH 
AN|AN0427|SRI VINAYAKA VIDYA KENDRA ENG MED HS BYATARAYANAPURA, BANGALORE NORTH 
AN|AN0428|SRI VINAYAKA VIDYA KENDRA ENG MED HS KODIGENAHALLI, BANGALORE NORTH 
AN|AN0429|SRI SWAMY VIVEKANANDA HIGH SCHOOL ATTUR LAYOUT,NEAR HOUSING BOARD COLONY BANGALORE 
AN|AN0430|IMMANUAL SUJNANA JYOTHI HIGH SCHOOL YADAVA EXTN., BANGALORE NORTH 
AN|AN0431|NEW PUBLIC ENGLISH HIGH SCHOOL 5TH CROSS ROAD, MALLESWARAM BANGALORE NORTH 
AN|AN0432|R V ENGLISH MED HIGH SCHOOL RAJAGOPALNAGAR, PEENYA II STAGE BANGALORE NORTH 
AN|AN0433|NALANDA ENGLISG MED HIGH SCHOOL JC NAGAR BANGALORE NORTH 
AN|AN0434|ST.JUDES ENGLISH MED HIGH SCHOOL NAGAYANAPALYA, MS NAGAR BANGALORE NORTH 
AN|AN0435|S S HIGH SCHOOL GORAGUNTEPALYA BANGALORE NORTH 
AN|AN0437|SOUNDARYA HIGH SCHOOL, HAVANOOR EXTN., NAGASANDRA POST BANGALORE NORTH 
AN|AN0438|JNANA VAHINI VIDYA SAMSTHE, NO.8, B E M L LAY OUT, BASAVESHWARANAGAR, BANGALORE
AN|AN0439|A V M ENGLISH MED HIGH SCHOOL MANJUNATHANAGAR BANGALORE NORTH 
AN|AN0440|J B KAVAL VIDYA SAMSTE HIGH SCHOOL NANDINI EXTN., BANGALORE NORTH 
AN|AN0441|SRI SANDEEPANA VIDYA BHAVAN ENGLISH HIGH SCHOOL NO 16, 9TH MAIN ROAD, SRIRAMAPURA BANGALORE NORTH 
AN|AN0442|VIJAYA BHARATHI PUBLIC SCHOOL KHB ROAD, MANORAYANAPALYA, RT NAGAR POST BANGALORE NORTH 
AN|AN0443|NEW CARMEL ENGLISH SCHOOL MATHIKERE, DIVANARAPALYA BANGALORE NORTH 
AN|AN0444|HSLN KANNADA MED HIGH SCHOOL HESARAGHATTA BANGALORE NORTH 
AN|AN0446|TWINKLE STARS HIGH SCHOOL 4TH CROSS ROAD, PAPANNA BLK, GANGANAGAR BANGALORE NORTH 
AN|AN0447|LAKSHMI JAYAM ENGLISH HIGH SCHOOL NO M-53/54, 7TH CROSS ROAD, LN PURAM, BANGALORE NORTH 
AN|AN0448|UNIVERSAL ENGLISH MED HIGH SCHOOL GANGANAGAR BANGALORE NORTH 
AN|AN0449|SHEEBA HIGH SCH SRI MAHATHMA EDN. SAMSTE KAMASHIPALYA BANGALORE NORTH 
AN|AN0450|BHARATH SEVADALA JNANA BHANDARA SCHOOL KUMAR KRUPA ROAD, BANGALORE NORTH 
AN|AN0452|THE DAWN ENGLISH  SCHOOL NO 3,5,7 EIZKAL LAY-OUT KADUGONDANAHALLI, BANGALORE NORTH 
AN|AN0453|'AL-MUBARAK GIRLS'' HIGH SCHOOL, KEMPAIAH BLOCK, MUNIREDDYPALYA, BANGALORE NORTH '
AN|AN0454|PATEL PUBLIC SCHOOL 7TH MAIN, 80 FT ROAD, SUBBAIAHNAPALYA BANGALORE NORTH
AN|AN0456|'ST.MICHAEL''S ENGLISH HIGH SCHOOL, EX-SERVICEMEN COLONY, DINNUR, R T NAGAR  BANGALORE NORTH '
AN|AN0458|NEW FLORENCE ENGLISH SCHOOL, 8TH MAIN ROAD, SHIVANAGAR, RAJAJINAGAR BANGALORE NORTH 
AN|AN0459|VNS KANNADA HIGH SCHOOL, NO 239, 9TH CROSS, MANJUNATHANAGAR, BANGALORE NORTH 
AN|AN0460|HSLN ENGLISH MED HIGH SCHOOL, HESARGHATTA, BANGALORE NORTH 
AN|AN0461|RALIABLE ENGLISH HIGH SCHOOL, MATHIKERE, BANGALORE NORTH 
AN|AN0462|MANTI KANNADA HIGH SCHOOL, JARAKABANDE KAVAL, NANDINI LAY-OUT, KRIS BANGALORE NORTH 
AN|AN0463|KTG  HIGH SCHOOL, HEGGANAHALLI CROSS, SUNKADAKATTE ROAD, VISHWANEEDAM POST BANGALORE 
AN|AN0464|SHUBASH MEMORIAL HIGH SCHOOL, MAIN ROAD CHAMUNDINAGAR, RT NAGAR POST BANGALORE NORTH 
AN|AN0466|KANNADA BHARATHI HIGH SCHOOL, CHANNIGAPPA BADAVANE, KAMASHIPALYA, BANGALORE NORTH 
AN|AN0467| PRESENTATION ENGLISH HIGH SCHOOL, 2ND BLOCK, RAJAJINAGAR, BANGALORE NORTH 
AN|AN0469|CANARA ENGLISH HIGH SCHOOL JC NAGAR BANGALORE NORTH 
AN|AN0470|ARUNODAYA HIGH SCHOOL, KAMAKSHIPURA BYATHA POST BANGALORE NORTH 
AN|AN0471|'ST.MARY''S ENGLISH SCHOOL, PARIMALA NAGAR, DASANPURA BANGALORE NORTH '
AN|AN0472|PES SREE VIDYA HIGH SCHOOL, VIDYARANYAPURA, BANGALORE NORTH 
AN|AN0473|RES HIGH SCHOOL, DODDANNA ESTATE ROAD, HEGGANAHALLI BANGALORE NORTH 
AN|AN0474|GOVERNMENT HIGH SCHOOL ABBIGERE BANGALORE 
AN|AN0475|ASHWINI PUBLIC HIGH SCHOOL, L G RAMANNA LAYOUT, LAGEERE BANGALORE
AN|AN0476|KENNY ENGLISH HIGH SCHOOL JAKKOOR BANGALORE NORTH 
AN|AN0477|VINAYAKA SUN RISE ENGLISH SCHOOL HEBBAL, KEMPAPURA BANGALORE NORTH 
AN|AN0478|SUNRISE ENGLISH SCHOOL DODDAKRISHNAPPA EXTN.,RAJAMAHAL VILLAS 2 BANGALORE NORTH 
AN|AN0479|BRITE ENGLISH SCHOOL YELAHANKA NEW TOWN, BANGALORE NORTH 
AN|AN0480|GEM ENGLISH HIGH SCHOOL R.T. NAGAR BANGALORE NORTH 
AN|AN0481|MAGADI KEMPE GOWDA HIGH SCHOOL MARUTHINAGAR, KAMAKSHIPALYA BANGALORE NORTH 
AN|AN0482|SREE VIVEKA BALAMANDIRA KANNADA HIGH SCH CA SITE NO 20, SECTOR-B, YELAHANKA UPANA BANGALORE NORTH 
AN|AN0483|SEVENTH DAY ADVENTIST ENG MED HIGH SCH. KADUGONDANAHALLI BANGALORE NORTH 
AN|AN0484|LOURDES HIGH SCHOOL 1ST MAIN ROAD, NANDINI LAYOUT BANGALORE NORTH 
AN|AN0487|EAST WEST PUBLIC SCHOOL, 13TH CROSS, MAHALAKSHMI LAYOUT BANGALORE NORTH 
AN|AN0488|PRIYA ENG MED HIGH SCOOL LINGARAJAPURAM BANGALORE 
AN|AN0489|GANGOTHRI HIGH SCHOOL SUNKADAKATTE BANGALORE NORTH 
AN|AN0490|VIVEKANANDA ENGLISH HIGH SCHOOL II STAGE MALLESWARAM BANGALORE NORTH 
AN|AN0491|DEEPASHREE KANNADA HIGH SCHOOL HEGGANAHALLI BANGALORE NORTH 
AN|AN0492|SIDDAGANGA HIGH SCHOOL RUKMANINAGAR NAGASANDRA(P) BANGALORE NORTH 
AN|AN0495|EVERSHINE HIGH SCHOOL ST.THOMAS TOWN, BANGALORE NORTH 
AN|AN0496|JAWAHAR VIDYA KENDRA SANJAYANAGAR(GEDDLAHALLI) BANGALORE NORTH 
AN|AN0497|SURYODAYA HIGH SCHOOL, RAJANUKUNTE, BANGALORE NORTH 
AN|AN0498|SHANKAR HIGH SCHOOL MATHIKERE BANGALORE NORTH 
AN|AN0499|G E KAY CONVENT HIGH SCHOOL 609, III STG II BLK, JUDGES COLONY,BASAV BANGALORE NORTH 
AN|AN0500|'ST.ROCK''S GIRLS HIGH SCHOOL, ST.FRANCIES CATHEDRAL COMPOUND, CLEVELAND TOWN BANGALORE NORTH '
AN|AN0501|SATYA SEVA ENGLISH HIGH SCHOOL VENKATESHPURAM BANGALORE NORTH 
AN|AN0502|SREE RAGHAVENDRA HIGH SCHOOL, MAGADI ROAD, KAMAKSHIPALYA BANGALORE NORTH 
AN|AN0503|NAVODAYA VIDYANIKETHAN HIGH SCHOOL DINNUR MAIN RD, RT NAGAR BANGALORE NORTH 
AN|AN0504|SREE LAKSHMI NARASIMHASWAMY HIGH SCHOOL NAGASHETTYHALLI, BANGALORE NORTH 
AN|AN0505|R RANGANATHASWAMY HIGH SCHOOL SUNKADAKATTE BANGALORE NORTH 
AN|AN0506|BAPUJI MEMORIAL ENGLISH SCHOOL MAGADI ROAD BANGALORE NORTH 
AN|AN0507|ELLEN HIGH SCHOOL, NEW EXTN., KAMAKSHIPALYA BANGALORE NORTH 
AN|AN0508|H R H A  ENGLISH HIGH SCHOOL J C NAGAR BANGALORE NORTH 
AN|AN0509|ADARSHA VIDYALAYA HIGH SCHOOL C A SITE NO 14,80FEET ROAD SECTOR "A" YALAHANKA NEW TOWN
AN|AN0511|MATHRU SHREE VIDYANIKETHAN HIGH SCHOOL CHAMUNDIPURAM, PEENYA II STAGE BANGALORE NORTH 
AN|AN0514|NADGIR ENGLISH HIGH SCHOOL MADAVARA, TUMKUR ROAD BANGALORE NORTH 
AN|AN0515|'SCHOLAR''S ACADEMY ENGLISH HIGH SCHOOL V H NAGAR, CHIKKABIDARAKALLU, NAGASANDRA BANGALORE NORTH'
AN|AN0516|SANDEEPANI NIKETAN HIGH SCHOOL R.M.VILLAS 2ND STAGE, GEDDALAHALLI BANGALORE NORTH 
AN|AN0517|SATHYA ENGLISH HIGH SCHOOL LN PURAM BANGALORE NORTH 
AN|AN0520|PINEHALL ENGLISH HIGH SCHOOL 8TH CROSS,II MAIN,VINOBANAGAR BANGALORE 
AN|AN0521|SRI SHARADA VIDYANIKETANA ENG H S NAGAWARA BANGALORE 
AN|AN0522|VIDYASHREEE HIGH SCHOOL (ENGLISH SCHOOL) ANJANA NAGAR , MAGADI MAIN ROAD BANGALORE 
AN|AN0523|APOLLO HIGH SCHOOL , GAJANANA NAGAR , HEGGANAHALLI CROSS BANGALORE 
AN|AN0524|SUN SHINE ENGLISH SCHOOL NO 64 ASWATHANAGAR BANGALORE 
AN|AN0525|SAMHITHA HIGH SCHOOL NO 606 JC NAGAR , M L PURA POST BANGALORE 
AN|AN0526|SHALINI ENGLISH HIGH SCHOOL NO 1/81 LINGARAJAPURA , BANGALORE 
AN|AN0527|ST PAUL ENGLISH HIGH SCHOOL ST THOMAS TOWN,KACHARAKANAHLLI BANGALORE 
AN|AN0528|A S KUPPARAJU & BROTHERS VIDYANIKETAN 1ST MAIN ROAD,ANANDANAGAR BANGALORE 
AN|AN0529|ANEKETHANA KISHORE KENDRA HIGH SCHOOL NO 65 LAGGERE MAIN ROAD,LAGGERE BANGALORE 
AN|AN0530|ST LAWRENCE HIGH SCHOOL NO 135 KAMAKSHIPALYA BANGALORE 
AN|AN0532|QUWATHUL ISLAM GIRLS HIGH SCHOOL ARABIC COLLEGE POST,K G HALLI BANGALORE 
AN|AN0534|ALLWIN PUBLIC SCHOOL NO 40,5TH MAIN CRS,K BLK, GANGANAGAR BANGALORE 
AN|AN0535|NANDINI PUBLIC SCHOOL 4TH BLOCK NANDINI LAYOUT BANGALORE 
AN|AN0536|ST. FATHIMA E M SCHOOL NO 224 BRUNDANAMANAGAR BANGALORE 
AN|AN0537|INDIAN NATIONAL HIGH SCHOOL NO 52 12TH MAIN ROAD. 4TH BLOCK NANDINI BANGALORE 
AN|AN0538| CAUVERY PUBLIC SCHOOL   E-BLOCK,  SAHAKARANAGARA BANGALORE 
AN|AN0539|C.M.NATIONAL COMPOSITE PRE-UNIVERSITY COLLEGE, BANDAPPA GARDEN  GOKUL BANGALORE 
AN|AN0540|OXFORD HIGH SCHOOL SRIKANTAPURA ( ANCHEPALYA ) BANGALORE 
AN|AN0541|'PRIYADARSHNI ENGLISH MEDIUM HIGH SCHOOL AKKAMMAIAH EXTN,SUBBANNAPALYA,K''HALLY BANGALORE '
AN|AN0543|FLORENCE ENGLISH MEDIUM HIGH SCHOOL SUBBAIAHNAPALYA , BANASAVADI ROAD BANGALORE DISTRICT 
AN|AN0544|SRI IYYAPPAN ENGLISH MEDIUM HIGH SCHOOL M M ROAD CROSS , JAYAMAHAL BANGALORE DISTRICT 
AN|AN0545|GEM ENGLISH MEDIUM HIGH SCHOOL BANASAVADI MAIN ROAD BANGALORE DISTRICT 
AN|AN0546|EAST POINT HIGH SCHOOL NO 2 80 FEET ROAD,II STAGE,HRBR EXTN BANGALORE DISTRICT 
AN|AN0547|RAVI ENGLISH MEDIUM HIGH SCHOOL KURUBARAHALLY BANGALORE DISTRICT 
AN|AN0548|SRI VIDYA NIKETAN HIGH SCHOOL VIDYANAGAR , T.DASARAHALLY BANGALORE DISTRICT 
AN|AN0549|KUMAR ENGLISH HIGH SCHOOL KUMARA PARK WEST , BANGALORE DISTRICT 
AN|AN0550|SRI VEERABHADRESWARA SWAMY HIGH SCHOOL AGRAHAR DASARAHALLY BANGALORE DISTRICT 
AN|AN0552|SHUSHRUTI HIGH SCHOOL, SHUSHRUTINAGAR, ANDRAHALLI MAIN ROAD BANGALORE SOUTH DISTRICT 
